url,recommended_action
https://compassgrill.co.il/butcher-kfar-saba/ /,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/pellet-smokers/navigator-side-smoker- -550-850-1150/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/ /,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/butcher-board/ -45- /?category_id=128801&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/cast-iron-tools-plov-cooking/cast-iron-zhigong-cooking-kazan/ -10- -1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/butcher-board/ -40- /?category_id=128801&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -50-35- /,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/butcher-board/ -30x40- /?category_id=128801&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/pellet-smokers/pit-boss-austin-xl-onyx- /?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -26- -dick-ergogrip/,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -30-45/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/butcher-board/ -50-35- /?category_id=128801&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -100- /,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -45- -king-size/,Manual review - target not HTTP-validated
https://compassgrill.co.il/pizza-set-for-o-f-b- /,Manual review - target not HTTP-validated
https://compassgrill.co.il/frozen-meat/ /?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/taboon-products-and-accessories/pizza-set-for-o-f-b- /?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -30x40- /,Manual review - target not HTTP-validated
https://compassgrill.co.il/ -45- /,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills-1/6-burner-gas-grill/soon/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-veal-chorizo-900g-tray-frozen-automatic-meat-247/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/שיפודי-נירוסטה-יוקרתיים-עם-ידית-ברונזה-מארז-עור-פרימיום-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/compass-skewers/שיפודי-נירוסטה-יוקרתיים-עם-ידית-ברונזה-מארז-עור-פרימיום-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/compass-skewers/שיפודי-נירוסטה-יוקרתיים-עם-ידית-ברונזה-מארז-עור-פרימיום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/zigzag-sweet-potato-fries-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/גריל-גז-מעשנות-גרילים-וטנדור/addizio-גריל-גז-3-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/חזה-אווז-ארוז-בוואקום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשרים-קפואים/zigzag-sweet-potato-fries-1/?category_id=125607&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/יינות-טפרברג/טפרברג-ויז-ן-מרלו-750-מ-ל/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/סכינים-וציוד-נלווהיישון-תיבול-וטיפול-בבשר/אביזרים-לעבודה-עם-בשר/,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-3-מבערים/addizio-גריל-גז-3-מבערים/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/addizio-גריל-גז-3-מבערים/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-3-מבערים/addizio-גריל-גז-3-מבערים/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/chicken-steak-in-soy-honey-sauce-1kg-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשרים-קפואים/chicken-steak-in-soy-honey-sauce-1kg-1/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/garden-furniture-2024-avigail/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-chicken-shawarma-1kg/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור/boretti-ibrido-גריל-משולב-גז-פחמים/?category_id=97703&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-4-מבערים/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/boretti-ibrido-גריל-משולב-גז-פחמים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור-מעשנות-גרילים-וטנדור/boretti-ibrido-גריל-משולב-גז-פחמים/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/chicken-steak-in-soy-honey-sauce-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/hawaii/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז-4-מבערים/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/טומהוק-פרוס-טרי-כ-1-ק-ג/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/כלים-מברזל-ייצוק-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-6-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-freestyle-425-עם-כירת-צד-אינפרא-אדום-1/?category_id=35202&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשרים-קפואים/zigzag-sweet-potato-fries-1/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-קערת-אש/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/imperatore-bi/,Manual review - target not HTTP-validated
https://compassgrill.co.il/charcoal-grill-with-legs-for-,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנות-פלט/,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen/מטבחי-חוץ-alumex/מטבח-חוץ-דגם-balcony/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/אביזרים-לגריל-ומעשנה/שבבים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז/גריל-גז-3-מבערים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?category_id=125606&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?category_id=125606&sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/frozen-meat/chicken-steak-teriyaki-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-פחמים-מנירוסטה-ל-6-שיפודים-נפתח-עם-תיק-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?category_id=125606&sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/כלים-מברזל-ייצוק/קאזן-אסייתי-יצוק-מברזל-ציג-ון/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/פחם-קוקוס-ללא-עשן/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/charcoal-grill-for-6-skewers-foldable-with-bag/,Manual review - target not HTTP-validated
https://compassgrill.co.il/white-center-pole-parasol-3m-diameter/,Manual review - target not HTTP-validated
https://compassgrill.co.il/garden-furniture-accessories/kamado-xl-k24-red/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-פחמים-ורטיקלי/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-9/balcony/?category_id=97698&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשרים-קפואים/חזה-אווז-ארוז-בוואקום-1/?category_id=125607&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/seasoned-frozen-chicken-thigh-skewers-5pcs-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/angus-assado-boneless-feedlot-2-5kg-1/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/עופות-קפוא/chicken-steak-in-soy-honey-sauce-1kg-1/?category_id=125608,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשרים-קפואים/chicken-steak-in-soy-honey-sauce-1kg-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/veal-patties-800g-frozen-automatic-247/?category_id=125471&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/crunch-coated-boat-fries-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/called,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-merguez-780g-frozen-automatic-meat-247/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/videro-g2-s/,Manual review - target not HTTP-validated
https://compassgrill.co.il/poultry/chicken-steak-in-soy-honey-sauce-1kg/?category_id=105748&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-2-מבערים/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/?sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/dark-gray-aluminum-gazebo-3-6x3-6m/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-2-מבערים/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/videro-g2-s,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/גריל-גז-2-מבערים/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen/מטבח-חוץ-קלאסיק-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?category_id=125606&sort=price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מטבחי-גן-וציוד-נלווה-1/מטבחי-גן-וציוד-נלווה/מטבח-חוץ-קלאסיק-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/feedlot-angus-sirloin-steak-1/?category_id=125606&sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/chicken-steak-teriyaki-1kg-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/poultry-3/premium-packed-frozen-foie-gras/,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/4-ligorio/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז-2-מבערים/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/,Manual review - target not HTTP-validated
https://compassgrill.co.il/גריל-גז-2-מבערים/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/?category_id=108373,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/?category_id=35202,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/veal-patties-800g-frozen-automatic-247/?sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/veal-patties-800g-frozen-automatic-247/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/addizio-גריל-גז-3-מבערים/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/addizio-גריל-גז-3-מבערים/?category_id=35202,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/addizio-גריל-גז-3-מבערים/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/imperatore-bi,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/boretti-ibrido-גריל-משולב-גז-פחמים/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים-1/boretti-ibrido-גריל-משולב-גז-פחמים/,Manual review - target not HTTP-validated
https://compassgrill.co.il/chicken-steak-teriyaki-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/veal-meatballs-830g-pack/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/eitan-meat-delicacies/chicken-steak-teriyaki-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/frozen-meat/chicken-steak-teriyaki-1kg/?sort=rating&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/compass/שיפודי-נירוסטה-יוקרתיים-עם-ידית-ברונזה-מארז-עור-פרימיום-1,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/frozen-meat/chicken-steak-teriyaki-1kg/?category_id=66836&sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/frozen-meat/chicken-steak-teriyaki-1kg/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-9/modular-outdoor-kitchens/cbu-611-al-black-kit/?category_id=80794&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשרים-קפואים/crunch-coated-boat-fries-1/?sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מנגל-פחמים-ומנגל-לשיפודים/charcoal-grill-with-legs-for-8-skewers-foldable-with-bag/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מנגל-פחמים-ומנגל-לשיפודים/charcoal-grill-with-legs-for-8-skewers-foldable-with-bag/?category_id=36001&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/kosher-calf-sweetbreads-argentina-1kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/,Manual review - target not HTTP-validated
https://compassgrill.co.il/gas-grills/ultimate-griddle-2-גריל-פלאנצ-ה-חדשני/,Manual review - target not HTTP-validated
https://compassgrill.co.il/poultry/chicken-steak-in-soy-honey-sauce-1kg/?category_id=105748&sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/premium-packed-frozen-foie-gras/,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/lg800fp-founders-premier,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/פחם-קוקוס-ללא-עשן/,Manual review - target not HTTP-validated
https://compassgrill.co.il/grill-smoker-accessories/skome-woods/,Manual review - target not HTTP-validated
https://compassgrill.co.il/brand/רוקח/4-ligorio,Manual review - target not HTTP-validated
https://compassgrill.co.il/smoker-tandoor/מעשנת-ארון-פלט-vertical-7/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מעשנות-פלט/מעשנת-ארון-פלט-vertical-7/?category_id=34516,Manual review - target not HTTP-validated
https://compassgrill.co.il/מעשנות-פלט/מעשנת-ארון-פלט-vertical-7/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?category_id=125606,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/premium-certified-entrecote-pairs-vacuum-packed-500g-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-eilat/בשר-טרי/angus-muscle-8-feedlot-1kg-1/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/fresh-angus-sirloin-halved-2kg-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/kebab-cinnamon-stick-600g-frozen-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/crunch-coated-boat-fries/,Manual review - target not HTTP-validated
https://compassgrill.co.il/fresh-angus-sirloin-halved-2kg/,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1-1/מטבחי-גן-וציוד-נלווה/מטבח-חוץ-קלאסיק-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1-1/מטבח-חוץ-קלאסיק-1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=p.price&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-קדירה-לקאזן-reckless-1/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-פחמים-עם-רגליים-ל-6-שיפודים-נפתח-עם-תיק-1/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/מנגל-פחמים-עם-רגליים-ל-8-שיפודים-נפתח-עם-תיק/?sort=pd.name&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-merguez-780g-frozen-automatic-meat-247/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen/מטבחי-גן-וציוד-נלווה/מטבח-חוץ-קלאסיק-1/?category_id=80794&sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/seasoned-chicken-wings-frozen-automatic-meat-247/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/veal-meatballs-830g-pack/?sort=pd.name&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=rating&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/frozen-meat/?sort=p.sort_order&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/outdoor-kitchen-1-1/מטבח-חוץ-קלאסיק-1/?category_id=97698,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/veal-lamb-meatballs-830g-pack/?category_id=66834&sort=price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מנגל-פחמים-ומנגל-לשיפודים/?sort=p.price&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/מערכת-ישיבה-בלה-שולחן-גבוה/?search&sort=p.model&order=ASC,Manual review - target not HTTP-validated
https://compassgrill.co.il/שוקיים-עוף-ארוז/?search&sort=p.model&order=DESC,Manual review - target not HTTP-validated
https://compassgrill.co.il/kosher-calf-sweetbreads-argentina-1kg-1/,Manual review - target not HTTP-validated
https://compassgrill.co.il/eitan-meat-2/meat-vending-machine-24-7/angus-burger-880g-frozen-automatic-meat-247/?sort=p.model&order=DESC,Manual review - target not HTTP-validated
